source_group,source_session,session_id,target_id,sample_id,planned_order_index,timestamp_utc,settle_time_s,settle_start_s,settle_end_s,sample_count,kinematic_model_version,q1_cmd_deg,q2_cmd_deg,q3_cmd_deg,q1_encoder_deg,q2_encoder_deg,q3_encoder_deg,p_target_x_mm,p_target_y_mm,p_target_z_mm,p_vive_x_mm,p_vive_y_mm,p_vive_z_mm,p_tracker_relative_x_mm,p_tracker_relative_y_mm,p_tracker_relative_z_mm,target_label_residual_x_mm,target_label_residual_y_mm,target_label_residual_z_mm,target_label_residual_norm_mm,quality_flags,tracker_valid_ratio,label_window_std_mm,label_window_max_span_mm,label_sample_count,synthetic_label
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000011,2000011,2000011,2026-05-25T14:01:52.866187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-16.563,28.925,14.635,60.959317665896336,108.72312006908773,81.28669279291888,-109.40203315048092,-116.1677102287407,282.92206088741676,-90.93533565339723,-167.64582784220318,337.91321593984674,523.7612972549952,-329.33775001291497,381.48640648623615,18.466697497083686,-51.47811761346247,54.991155052429974,77.5567059864888,synthetic_nonlinear_interp,1.0,2.192666088117629,6.058477401274146,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000012,2000012,2000012,2026-05-25T14:01:52.867187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-15.001,-5.993,53.762,62.851051362681794,73.6686933925539,120.53822705240357,-81.96407617088158,-112.02020817369053,116.7661227968865,-103.98292578774118,-98.53209306316171,106.94869763214923,548.0720593986731,-151.8721700661671,219.60215327213803,-22.018849616859598,13.488115110528824,-9.817425164737273,27.62500361176394,synthetic_nonlinear_interp,1.0,2.0308229413546752,5.639357259346226,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000013,2000013,2000013,2026-05-25T14:01:52.868187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,7.019,21.53,44.311,84.12481626725015,101.53025787475137,110.83908405886692,-141.7831533008187,44.10408322085935,292.5791460662117,-137.2335347022777,61.602093880713255,316.07105118737275,353.5147930140478,-332.5049013557021,219.68000996054448,4.549618598541002,17.498010659853904,23.49190512116104,29.643701062218653,synthetic_nonlinear_interp,1.0,2.7571367452352202,7.834682537677101,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000014,2000014,2000014,2026-05-25T14:01:52.869187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-19.897,-5.419,69.307,57.52172162677284,74.33578197455194,135.80078378937458,-136.39811493257693,-131.6005124172886,151.25554838791223,-171.03495846015647,-107.95062259402482,109.06939236946218,581.81597829515,-194.68297789385213,179.3807186775806,-34.63684352757954,23.649889823263777,-42.18615601845005,59.48697317749117,synthetic_nonlinear_interp,1.0,1.5258771390783175,4.072480199987466,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000015,2000015,2000015,2026-05-25T14:01:52.870187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,6.35,12.029,69.608,83.64016079476315,91.56427700135917,136.07137912892898,-179.47710279152474,35.669202836976176,260.3953173437003,-182.7257812009257,40.60334353862049,224.17684893287097,420.50230622046735,-288.05570805473064,152.6577845071381,-3.248678409400952,4.934140701644317,-36.21846841082933,36.697099475266064,synthetic_nonlinear_interp,0.9999999999999999,2.0546530721594176,5.887198204173657,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000016,2000016,2000016,2026-05-25T14:01:52.871187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-12.499,11.671,69.147,64.89454100585225,91.41486072129823,135.69277930147632,-182.007630188199,-70.49138838215043,258.1247809630212,-182.38542826375388,-81.74663939341008,216.08081303111206,527.6533200193102,-285.5399793322736,212.2187726771456,-0.3777980755548924,-11.255251011259645,-42.04396793190912,43.526068581618496,synthetic_nonlinear_interp,1.0,1.2351073596119833,3.261898499429878,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000017,2000017,2000017,2026-05-25T14:01:52.872187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,16.384,6.899,45.684,93.59418441240973,86.81686792557579,112.31458688222989,-97.67850680756685,118.28758349288118,194.88272828576555,-104.37912732676477,128.1164028177269,203.21345299819944,321.9622803457079,-220.81055591249614,150.62050672803068,-6.700620519197926,9.828819324845725,8.330724712433891,14.522567916767123,synthetic_nonlinear_interp,0.9999999999999999,3.0971697141768186,8.64591722685029,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000018,2000018,2000018,2026-05-25T14:01:52.873187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-4.727,26.563,69.479,72.77692259730503,106.14387024286877,135.9479620894694,-253.55961884774715,-20.378009303006518,333.0434734331527,-223.06163865417196,-31.38174234499047,292.45667264461247,474.77471078917836,-369.1506977621406,196.8061373524161,30.497980193575188,-11.003733041983953,-40.586800788540245,51.947062813941706,synthetic_nonlinear_interp,1.0,1.7456161755113364,4.889362423340653,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000019,2000019,2000019,2026-05-25T14:01:52.874187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,12.868,1.127,42.73,90.37951326317183,80.71972024156685,109.56681605044311,-66.99843349558881,98.91611084748166,144.47275079363678,-74.92310154354317,101.18581352949138,158.25149081188636,348.5976971249325,-168.14419608384773,162.07918262855327,-7.924668047954356,2.269702682009722,13.778740018249579,16.056325558031737,synthetic_nonlinear_interp,1.0,2.9070839351103643,8.196603868177395,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000020,2000020,2000020,2026-05-25T14:01:52.875187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,10.326,22.258,52.645,87.29059536970861,102.081836100705,119.15383285570898,-175.60340913199713,59.10493270680146,306.7306069562743,-172.33384715601073,85.14078358904794,304.27451508326794,351.2247259191887,-343.7281432230394,177.323728888209,3.2695619759863916,26.03585088224648,-2.4560918730063577,26.355036595801543,synthetic_nonlinear_interp,1.0,2.1318201635411205,6.096610422373381,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000021,2000021,2000021,2026-05-25T14:01:52.876187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-15.537,23.827,69.637,61.778633959181285,103.58785317480846,136.07121330512243,-247.2402082482657,-70.27230413306538,320.8275166993787,-222.4587896999096,-105.15402085810786,269.20876744409225,545.4464684255224,-352.83275700247225,223.68373177685788,24.7814185483561,-34.88171672504248,-51.618749255286446,67.0473574545265,synthetic_nonlinear_interp,0.9999999999999997,1.4289111416107352,4.017550122108011,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000022,2000022,2000022,2026-05-25T14:01:52.877187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,0.753,6.29,40.087,77.98598827231507,86.14051177978232,106.6935623639951,-63.86160215523612,5.732204458165625,177.64724356626036,-64.60373516918936,7.474087416665441,213.79767014406747,405.7923119781233,-209.04194189486995,245.92371370356406,-0.7421330139532429,1.741882958499816,36.15042657780711,36.19997595867895,synthetic_nonlinear_interp,1.0,2.6810668239358995,7.634287344910034,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000023,2000023,2000023,2026-05-25T14:01:52.878187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-21.985,14.922,62.359,55.569099784393835,94.81994294890808,128.84225798702886,-190.36469921840106,-125.00649721122618,272.34346809949784,-191.06584853978057,-147.4525142210913,226.22748096984776,583.77926355085,-301.0736566628279,245.44752355019162,-0.7011493213795177,-22.446017009865116,-46.11598712965008,51.293270113340185,synthetic_nonlinear_interp,0.9999999999999999,1.7543262964581383,4.851018740780424,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000024,2000024,2000024,2026-05-25T14:01:52.879187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-4.634,30.805,70.067,72.80281414715735,110.46858680752513,136.56850195451977,-280.7675428052665,-17.769968285202257,350.0455473744064,-239.12521392374336,-31.052990988009128,307.3549935288761,475.77595006266495,-390.727213509121,193.1240209495948,41.64232888152313,-13.283022702806871,-42.6905538455303,61.098327591173394,synthetic_nonlinear_interp,1.0,1.2274375227835512,3.423358046787042,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000025,2000025,2000025,2026-05-25T14:01:52.880187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-21.628,28.017,25.169,56.27833537107064,108.13457741719277,91.68421907664583,-142.39694825157056,-141.7872560338543,301.03705097633093,-136.23320840099316,-197.73509343129012,330.20707708373726,569.925954190822,-351.8116604506729,361.9827259399728,6.1637398505774,-55.94783739743582,29.17002610740633,63.39591959662925,synthetic_nonlinear_interp,1.0,3.1133561414703785,8.77438569246039,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000026,2000026,2000026,2026-05-25T14:01:52.881187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,8.674,26.278,14.555,85.65189899090603,106.83444973564085,81.13734296833199,-84.48678432443474,63.3895011410749,263.5893783156945,-59.67780818689275,91.40449069781926,338.6992914336576,289.8336318263649,-302.23462358732405,269.1120928787324,24.80897613754199,28.014989556744354,75.10991311796312,83.91557653645472,synthetic_nonlinear_interp,1.0,3.141498930019919,8.861443390376484,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000027,2000027,2000027,2026-05-25T14:01:52.882187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-0.308,-14.643,58.124,76.87919445823628,64.76549202874455,124.83194925302408,-64.62985432823132,-2.340404435888901,61.784135488828525,-104.41020923538221,-11.693263742640568,51.27868663301613,492.895112787588,-105.08595426584105,146.07073449547065,-39.780354907150894,-9.352859306751666,-10.505448855812396,42.193803685053865,synthetic_nonlinear_interp,1.0,1.7887473904237399,4.867546745955525,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000028,2000028,2000028,2026-05-25T14:01:52.883187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-0.331,5.075,22.963,76.92244403672089,85.17204158514511,89.3824451005885,-24.656798120940405,-2.7461071571389675,120.5493155568214,1.601616384979117,4.398085305910854,175.7811699677351,395.21559192366306,-138.71142718147084,273.8453243679117,26.25841450591952,7.144192463049821,55.23185441091371,61.57192184739852,synthetic_nonlinear_interp,1.0,2.6009899473131655,7.096121697495268,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000029,2000029,2000029,2026-05-25T14:01:52.884187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,20.728,-11.229,67.701,98.06242660666275,68.18167925016058,134.17008659376765,-121.4715283510192,143.24542607120569,108.3039493398463,-153.78251088974008,95.76050081835149,74.95419835432988,412.5112874438386,-150.2967637094272,68.36044639405249,-32.31098253872088,-47.4849252528542,-33.34975098551642,66.41553741168273,synthetic_nonlinear_interp,0.9999999999999998,2.8185511001555033,7.601634564406823,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000030,2000030,2000030,2026-05-25T14:01:52.885187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-3.723,0.666,57.95,73.6821849334562,80.10978956293424,124.43665547253252,-96.71888701567671,-26.241588357357173,174.2263407837237,-112.81971972749872,-31.19187894908896,167.37538798900687,473.547783822728,-202.8897172806461,209.23294415835068,-16.100832711822008,-4.950290591731786,-6.8509527947168465,18.184546877832958,synthetic_nonlinear_interp,1.0,1.8548755438461983,5.074615668310491,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000031,2000031,2000031,2026-05-25T14:01:52.886187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-2.155,7.457,21.875,75.15561391266783,87.52954712863264,88.22009618549077,-28.51176728616972,-17.74190949949423,136.90851150590638,-1.335215475897023,-7.025047335115403,198.04140723128486,398.5937766254459,-158.52842768058832,289.0277307345482,27.1765518102727,10.716862164378828,61.13289572537849,67.75431383105234,synthetic_nonlinear_interp,1.0,2.9346774664841204,7.974993935790359,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000032,2000032,2000032,2026-05-25T14:01:52.887187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-4.734,-7.923,61.813,72.90875802462865,71.57771033049649,128.42369702766194,-86.41201196486308,-34.250221333067344,120.22476220526596,-119.9542800016091,-33.70746882978585,105.65603209752831,499.4116390875794,-158.39178625398142,174.34019190810844,-33.54226803674602,0.5427525032814913,-14.56873010773765,36.573572730604724,synthetic_nonlinear_interp,1.0,1.4363705622594447,3.843587585796391,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000033,2000033,2000033,2026-05-25T14:01:52.888187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,18.569,4.421,31.038,95.48680795328866,83.98940149134795,97.60604939287724,-62.038494246946684,147.126581274674,139.14938621272148,-50.64641410371219,155.12504413237554,162.20008433447987,291.6079437244804,-154.68588414921427,152.83627242046472,11.392080143234494,7.998462857701526,23.050698121758387,26.927487479828937,synthetic_nonlinear_interp,0.9999999999999999,3.560520972890304,10.04388146076095,8,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000034,2000034,2000034,2026-05-25T14:01:52.889187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-2.512,15.139,20.426,74.90309805080028,95.20759738240457,87.0476085599585,-48.15484405792186,-19.822801052790634,194.6737207023283,-25.63334338107711,-7.1617377491848515,268.1452304405991,384.53901273454795,-228.8943551704174,307.8973781344282,22.521500676844752,12.661063303605783,73.47150973827081,77.88185449728232,synthetic_nonlinear_interp,0.9963780307489204,2.9871671848624506,8.216096594176042,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000035,2000035,2000035,2026-05-25T14:01:52.890187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,1.317,30.0,14.16,78.5609888311911,110.34248008334792,80.75051134136132,-96.81948445965178,9.269134309713094,289.33288699569613,-69.21415768385503,14.528887782676861,369.9961564339883,348.67744773778776,-335.43024972577484,318.2623703795011,27.60532677579674,5.259753472963768,80.66326943829216,85.41827737357734,synthetic_nonlinear_interp,1.0,2.721415563201795,7.571435669440543,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000036,2000036,2000036,2026-05-25T14:01:52.891187+00:00,,,,7,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-9.292,-3.571,44.263,68.14379263336838,76.38022325637662,110.9715064535322,-54.85613079837942,-72.83128505041388,111.71289895409828,-63.15777014254448,-70.33371155974146,127.97257240235643,500.7744643975693,-142.7412360767857,243.75601248373087,-8.30163934416506,2.4975734906724227,16.259673448258155,18.426396006433006,synthetic_nonlinear_interp,1.0,2.46193038513209,6.856028720581009,7,True
2link_test-260525-1,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,rigid3_20260525_125412Z_2linkik_1000t_synthetic_only_nonlinear5000,SYNRAW000037,2000037,2000037,2026-05-25T14:01:52.892187+00:00,,,,8,three_axis_yaw_pitch_elbow_v2_2link_ik_l1_300mm_l2_200mm,-11.908,5.371,69.582,65.41577009632768,85.04953606773807,136.02435296113092,-156.93985413118938,-72.3441406322922,221.22395879531575,-170.21393539175182,-75.33919627793125,181.5290427010126,529.085974035669,-250.52692494168983,199.76650687261568,-13.27408126056244,-2.995055645639056,-39.69491609430315,41.96257803527158,synthetic_nonlinear_interp,1.0,1.2947620405722362,3.5232653291263114,8,True
