planned_order_index,target_id,q1_bin,q2_bin,q3_bin,workspace_yaw_bin,workspace_radial_bin,workspace_z_bin,q1_requested_delta_deg,q2_requested_delta_deg,q3_requested_delta_deg,q1_commanded_delta_deg,q2_commanded_delta_deg,q3_commanded_delta_deg,q1_commanded_delta_rad,q2_commanded_delta_rad,q3_commanded_delta_rad,target_x_mm,target_y_mm,target_z_mm,target_base_radial_mm,commanded_fk_x_mm,commanded_fk_y_mm,commanded_fk_z_mm,pan_init_deg,lift_init_deg,elbow_init_deg,pan_target_deg,lift_target_deg,elbow_target_deg,velocity_deg_s,hold_s,pan_command,lift_command,elbow_command
2000011,SYNRAW000011,1,8,1,1,7,7,-16.563,28.925,14.635,-16.563,28.925,14.635,-0.2890788840078208,0.5048364861393598,0.2554289360293701,-109.40203315048092,-116.1677102287407,282.92206088741676,407.5066976219737,-109.40203315048092,-116.1677102287407,282.92206088741676,77.4,79.2,66.4,60.837,108.125,81.03500000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 60.837 8.000,SYNTHETIC SET shoulder_lift 108.125 8.000,SYNTHETIC SET elbow_flex 81.035 8.000
2000012,SYNRAW000012,1,2,7,1,8,2,-15.001,-5.993,53.762,-15.001,-5.993,53.762,-0.26181684109166936,-0.10459758207202018,0.9383239124571915,-81.96407617088158,-112.02020817369053,116.7661227968865,432.7846585207723,-81.96407617088158,-112.02020817369053,116.7661227968865,77.4,79.2,66.4,62.39900000000001,73.20700000000001,120.162,8.0,0.45,SYNTHETIC SET shoulder_pan 62.399 8.000,SYNTHETIC SET shoulder_lift 73.207 8.000,SYNTHETIC SET elbow_flex 120.162 8.000
2000013,SYNRAW000013,6,7,5,6,6,7,7.019,21.53,44.311,7.019,21.53,44.311,0.12250466019748199,0.3757693879543792,0.7733728448512074,-141.7831533008187,44.10408322085935,292.5791460662117,360.92170815269236,-141.7831533008187,44.10408322085935,292.5791460662117,77.4,79.2,66.4,84.41900000000001,100.73,110.71100000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 84.419 8.000,SYNTHETIC SET shoulder_lift 100.730 8.000,SYNTHETIC SET elbow_flex 110.711 8.000
2000014,SYNRAW000014,1,2,9,1,6,3,-19.897,-5.419,69.307,-19.897,-5.419,69.307,-0.3472681612693117,-0.0945793921655727,1.2096353446797101,-136.39811493257693,-131.6005124172886,151.25554838791223,386.68465924196744,-136.39811493257693,-131.6005124172886,151.25554838791223,77.4,79.2,66.4,57.50300000000001,73.781,135.707,8.0,0.45,SYNTHETIC SET shoulder_pan 57.503 8.000,SYNTHETIC SET shoulder_lift 73.781 8.000,SYNTHETIC SET elbow_flex 135.707 8.000
2000015,SYNRAW000015,6,5,9,6,4,6,6.35,12.029,69.608,6.35,12.029,69.608,0.11082840750163991,0.2099456557223979,1.214888785728213,-179.47710279152474,35.669202836976176,260.3953173437003,322.50150335454276,-179.47710279152474,35.669202836976176,260.3953173437003,77.4,79.2,66.4,83.75,91.229,136.008,8.0,0.45,SYNTHETIC SET shoulder_pan 83.750 8.000,SYNTHETIC SET shoulder_lift 91.229 8.000,SYNTHETIC SET elbow_flex 136.008 8.000
2000016,SYNRAW000016,2,5,9,2,4,6,-12.499,11.671,69.147,-12.499,11.671,69.147,-0.21814870320677127,0.2036973770002582,1.2068428178765191,-182.007630188199,-70.49138838215043,258.1247809630212,325.71180987886885,-182.007630188199,-70.49138838215043,258.1247809630212,77.4,79.2,66.4,64.90100000000001,90.87100000000001,135.54700000000003,8.0,0.45,SYNTHETIC SET shoulder_pan 64.901 8.000,SYNTHETIC SET shoulder_lift 90.871 8.000,SYNTHETIC SET elbow_flex 135.547 8.000
2000017,SYNRAW000017,8,4,6,8,7,4,16.384,6.899,45.684,16.384,6.899,45.684,0.28595474464675097,0.1204102650950888,0.7973362154810895,-97.67850680756685,118.28758349288118,194.88272828576555,419.3501356780207,-97.67850680756685,118.28758349288118,194.88272828576555,77.4,79.2,66.4,93.784,86.099,112.084,8.0,0.45,SYNTHETIC SET shoulder_pan 93.784 8.000,SYNTHETIC SET shoulder_lift 86.099 8.000,SYNTHETIC SET elbow_flex 112.084 8.000
2000018,SYNRAW000018,4,7,9,4,2,9,-4.727,26.563,69.479,-4.727,26.563,69.479,-0.08250171374177197,0.46361180920725376,1.2126373109931403,-253.55961884774715,-20.378009303006518,333.0434734331527,247.28146862557472,-253.55961884774715,-20.378009303006518,333.0434734331527,77.4,79.2,66.4,72.673,105.763,135.87900000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 72.673 8.000,SYNTHETIC SET shoulder_lift 105.763 8.000,SYNTHETIC SET elbow_flex 135.879 8.000
2000019,SYNRAW000019,7,3,5,7,8,3,12.868,1.127,42.73,12.868,1.127,42.73,0.22458896814663032,0.019669860669976093,0.7457791893771769,-66.99843349558881,98.91611084748166,144.47275079363678,444.15622654699473,-66.99843349558881,98.91611084748166,144.47275079363678,77.4,79.2,66.4,90.268,80.327,109.13,8.0,0.45,SYNTHETIC SET shoulder_pan 90.268 8.000,SYNTHETIC SET shoulder_lift 80.327 8.000,SYNTHETIC SET elbow_flex 109.130 8.000
2000020,SYNRAW000020,7,7,7,7,4,8,10.326,22.258,52.645,10.326,22.258,52.645,0.18022269856093448,0.3884753849088979,0.9188285847124148,-175.60340913199713,59.10493270680146,306.7306069562743,329.73707895391135,-175.60340913199713,59.10493270680146,306.7306069562743,77.4,79.2,66.4,87.726,101.458,119.04500000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 87.726 8.000,SYNTHETIC SET shoulder_lift 101.458 8.000,SYNTHETIC SET elbow_flex 119.045 8.000
2000021,SYNRAW000021,1,7,9,1,2,8,-15.537,23.827,69.637,-15.537,23.827,69.637,-0.271171805882359,0.4158596008726889,1.2153949312112913,-247.2402082482657,-70.27230413306538,320.8275166993787,262.3465438204783,-247.2402082482657,-70.27230413306538,320.8275166993787,77.4,79.2,66.4,61.86300000000001,103.027,136.037,8.0,0.45,SYNTHETIC SET shoulder_pan 61.863 8.000,SYNTHETIC SET shoulder_lift 103.027 8.000,SYNTHETIC SET elbow_flex 136.037 8.000
2000022,SYNRAW000022,5,4,5,5,8,4,0.753,6.29,40.087,0.753,6.29,40.087,0.013142329267517301,0.10978120995044333,0.6996501372469669,-63.86160215523612,5.732204458165625,177.64724356626036,436.1760656461422,-63.86160215523612,5.732204458165625,177.64724356626036,77.4,79.2,66.4,78.153,85.49000000000001,106.48700000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 78.153 8.000,SYNTHETIC SET shoulder_lift 85.490 8.000,SYNTHETIC SET elbow_flex 106.487 8.000
2000023,SYNRAW000023,0,5,8,0,5,7,-21.985,14.922,62.359,-21.985,14.922,62.359,-0.38371063605095335,0.2604380309825939,1.088369868251144,-190.36469921840106,-125.00649721122618,272.34346809949784,333.91712120694194,-190.36469921840106,-125.00649721122618,272.34346809949784,77.4,79.2,66.4,55.415000000000006,94.122,128.75900000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 55.415 8.000,SYNTHETIC SET shoulder_lift 94.122 8.000,SYNTHETIC SET elbow_flex 128.759 8.000
2000024,SYNRAW000024,4,8,9,4,1,9,-4.634,30.805,70.067,-4.634,30.805,70.067,-0.08087855753741724,0.5376486760768532,1.2228998469948669,-280.7675428052665,-17.769968285202257,350.0455473744064,219.95145387220737,-280.7675428052665,-17.769968285202257,350.0455473744064,77.4,79.2,66.4,72.766,110.005,136.46699999999998,8.0,0.45,SYNTHETIC SET shoulder_pan 72.766 8.000,SYNTHETIC SET shoulder_lift 110.005 8.000,SYNTHETIC SET elbow_flex 136.467 8.000
2000025,SYNRAW000025,0,8,2,0,6,8,-21.628,28.017,25.169,-21.628,28.017,25.169,-0.3774798106213336,0.4889888965312513,0.4392819194344528,-142.39694825157056,-141.7872560338543,301.03705097633093,384.68632493682384,-142.39694825157056,-141.7872560338543,301.03705097633093,77.4,79.2,66.4,55.772000000000006,107.217,91.569,8.0,0.45,SYNTHETIC SET shoulder_pan 55.772 8.000,SYNTHETIC SET shoulder_lift 107.217 8.000,SYNTHETIC SET elbow_flex 91.569 8.000
2000026,SYNRAW000026,6,7,1,6,8,7,8.674,26.278,14.555,8.674,26.278,14.555,0.15138985931798812,0.4586376208390699,0.2540326726277747,-84.48678432443474,63.3895011410749,263.5893783156945,420.3206647976794,-84.48678432443474,63.3895011410749,263.5893783156945,77.4,79.2,66.4,86.07400000000001,105.47800000000001,80.95500000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 86.074 8.000,SYNTHETIC SET shoulder_lift 105.478 8.000,SYNTHETIC SET elbow_flex 80.955 8.000
2000027,SYNRAW000027,4,0,8,4,8,0,-0.308,-14.643,58.124,-0.308,-14.643,58.124,-0.005375614096142535,-0.2555685623695297,1.014455174429184,-64.62985432823132,-2.340404435888901,61.784135488828525,435.37643624245516,-64.62985432823132,-2.340404435888901,61.784135488828525,77.4,79.2,66.4,77.092,64.557,124.524,8.0,0.45,SYNTHETIC SET shoulder_pan 77.092 8.000,SYNTHETIC SET shoulder_lift 64.557 8.000,SYNTHETIC SET elbow_flex 124.524 8.000
2000028,SYNRAW000028,4,4,2,4,9,2,-0.331,5.075,22.963,-0.331,5.075,22.963,-0.005777039824101231,0.08857545953871222,0.4007799561354579,-24.656798120940405,-2.7461071571389675,120.5493155568214,475.3511340863246,-24.656798120940405,-2.7461071571389675,120.5493155568214,77.4,79.2,66.4,77.069,84.275,89.363,8.0,0.45,SYNTHETIC SET shoulder_pan 77.069 8.000,SYNTHETIC SET shoulder_lift 84.275 8.000,SYNTHETIC SET elbow_flex 89.363 8.000
2000029,SYNRAW000029,9,1,9,9,7,2,20.728,-11.229,67.701,20.728,-11.229,67.701,0.36177184735338463,-0.19598302170644324,1.181605356892681,-121.4715283510192,143.24542607120569,108.3039493398463,404.7259022341349,-121.4715283510192,143.24542607120569,108.3039493398463,77.4,79.2,66.4,98.12800000000001,67.971,134.101,8.0,0.45,SYNTHETIC SET shoulder_pan 98.128 8.000,SYNTHETIC SET shoulder_lift 67.971 8.000,SYNTHETIC SET elbow_flex 134.101 8.000
2000030,SYNRAW000030,4,3,7,4,7,4,-3.723,0.666,57.95,-3.723,0.666,57.95,-0.06497860805174889,0.011623892818282236,1.011418301530714,-96.71888701567671,-26.241588357357173,174.2263407837237,404.1339840317707,-96.71888701567671,-26.241588357357173,174.2263407837237,77.4,79.2,66.4,73.677,79.866,124.35000000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 73.677 8.000,SYNTHETIC SET shoulder_lift 79.866 8.000,SYNTHETIC SET elbow_flex 124.350 8.000
2000031,SYNRAW000031,4,4,2,4,9,3,-2.155,7.457,21.875,-2.155,7.457,21.875,-0.0376118453804778,0.13014920232121716,0.3817907738737596,-28.51176728616972,-17.74190949949423,136.90851150590638,471.821925031361,-28.51176728616972,-17.74190949949423,136.90851150590638,77.4,79.2,66.4,75.245,86.657,88.275,8.0,0.45,SYNTHETIC SET shoulder_pan 75.245 8.000,SYNTHETIC SET shoulder_lift 86.657 8.000,SYNTHETIC SET elbow_flex 88.275 8.000
2000032,SYNRAW000032,4,2,8,4,7,2,-4.734,-7.923,61.813,-4.734,-7.923,61.813,-0.08262388678941156,-0.13828243663551074,1.078840370535255,-86.41201196486308,-34.250221333067344,120.22476220526596,415.0037367401848,-86.41201196486308,-34.250221333067344,120.22476220526596,77.4,79.2,66.4,72.66600000000001,71.277,128.21300000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 72.666 8.000,SYNTHETIC SET shoulder_lift 71.277 8.000,SYNTHETIC SET elbow_flex 128.213 8.000
2000033,SYNRAW000033,8,4,3,8,9,3,18.569,4.421,31.038,18.569,4.421,31.038,0.32409018880282703,0.07716100623066931,0.541715293234,-62.038494246946684,147.126581274674,139.14938621272148,462.01354032003763,-62.038494246946684,147.126581274674,139.14938621272148,77.4,79.2,66.4,95.96900000000001,83.62100000000001,97.438,8.0,0.45,SYNTHETIC SET shoulder_pan 95.969 8.000,SYNTHETIC SET shoulder_lift 83.621 8.000,SYNTHETIC SET elbow_flex 97.438 8.000
2000034,SYNRAW000034,4,5,1,4,9,4,-2.512,15.139,20.426,-2.512,15.139,20.426,-0.04384267081009756,0.26422539545942153,0.35650095301236173,-48.15484405792186,-19.822801052790634,194.6737207023283,452.2797678317033,-48.15484405792186,-19.822801052790634,194.6737207023283,77.4,79.2,66.4,74.888,94.339,86.82600000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 74.888 8.000,SYNTHETIC SET shoulder_lift 94.339 8.000,SYNTHETIC SET elbow_flex 86.826 8.000
2000035,SYNRAW000035,5,8,0,5,7,7,1.317,30.0,14.16,1.317,30.0,14.16,0.02298598624876532,0.5235987755982988,0.24713862208239706,-96.81948445965178,9.269134309713094,289.33288699569613,403.28705032796734,-96.81948445965178,9.269134309713094,289.33288699569613,77.4,79.2,66.4,78.717,109.2,80.56,8.0,0.45,SYNTHETIC SET shoulder_pan 78.717 8.000,SYNTHETIC SET shoulder_lift 109.200 8.000,SYNTHETIC SET elbow_flex 80.560 8.000
2000036,SYNRAW000036,3,2,5,3,9,2,-9.292,-3.571,44.263,-9.292,-3.571,44.263,-0.1621759940953131,-0.06232570758871751,0.7725350868102501,-54.85613079837942,-72.83128505041388,111.71289895409828,451.06259030192706,-54.85613079837942,-72.83128505041388,111.71289895409828,77.4,79.2,66.4,68.108,75.629,110.66300000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 68.108 8.000,SYNTHETIC SET shoulder_lift 75.629 8.000,SYNTHETIC SET elbow_flex 110.663 8.000
2000037,SYNRAW000037,2,4,9,2,5,5,-11.908,5.371,69.582,-11.908,5.371,69.582,-0.20783380732748474,0.09374163412461545,1.2144350001226942,-156.93985413118938,-72.3441406322922,221.22395879531575,350.60510316787247,-156.93985413118938,-72.3441406322922,221.22395879531575,77.4,79.2,66.4,65.492,84.571,135.982,8.0,0.45,SYNTHETIC SET shoulder_pan 65.492 8.000,SYNTHETIC SET shoulder_lift 84.571 8.000,SYNTHETIC SET elbow_flex 135.982 8.000
2000038,SYNRAW000038,6,8,9,6,0,9,6.5,32.812,69.928,6.5,32.812,69.928,0.11344640137963143,0.5726774341643793,1.2204738393345946,-293.3067515431554,23.549720994773732,357.64143880185105,208.03049852503491,-293.3067515431554,23.549720994773732,357.64143880185105,77.4,79.2,66.4,83.9,112.012,136.328,8.0,0.45,SYNTHETIC SET shoulder_pan 83.900 8.000,SYNTHETIC SET shoulder_lift 112.012 8.000,SYNTHETIC SET elbow_flex 136.328 8.000
2000039,SYNRAW000039,0,8,0,0,8,7,-20.408,27.968,10.127,-20.408,27.968,10.127,-0.3561867937470028,0.4881336851977741,0.17674949334946577,-104.14951068930284,-147.2783961651105,264.086947539246,422.3606703570843,-104.14951068930284,-147.2783961651105,264.086947539246,77.4,79.2,66.4,56.992000000000004,107.168,76.527,8.0,0.45,SYNTHETIC SET shoulder_pan 56.992 8.000,SYNTHETIC SET shoulder_lift 107.168 8.000,SYNTHETIC SET elbow_flex 76.527 8.000
2000040,SYNRAW000040,5,1,9,5,7,2,1.614,-11.411,69.097,1.614,-11.411,69.097,0.02816961412718848,-0.19915952094507294,1.2059701532505218,-99.17734773495296,11.294006972884716,109.67258762885041,400.9817366941921,-99.17734773495296,11.294006972884716,109.67258762885041,77.4,79.2,66.4,79.01400000000001,67.789,135.497,8.0,0.45,SYNTHETIC SET shoulder_pan 79.014 8.000,SYNTHETIC SET shoulder_lift 67.789 8.000,SYNTHETIC SET elbow_flex 135.497 8.000
2000041,SYNRAW000041,9,2,4,9,9,1,21.883,-3.484,37.88,21.883,-3.484,37.88,0.3819304002139191,-0.06080727113948244,0.6611307206554521,-68.99082405121865,173.11604638429452,94.75093804973427,464.4761299224932,-68.99082405121865,173.11604638429452,94.75093804973427,77.4,79.2,66.4,99.283,75.71600000000001,104.28,8.0,0.45,SYNTHETIC SET shoulder_pan 99.283 8.000,SYNTHETIC SET shoulder_lift 75.716 8.000,SYNTHETIC SET elbow_flex 104.280 8.000
2000042,SYNRAW000042,9,4,8,9,6,5,24.6,6.572,62.455,24.6,6.572,62.455,0.4293509959906051,0.11470303844106734,1.0900453843330584,-163.93338763590754,153.86330817175173,221.0853449324652,369.6142388321,-163.93338763590754,153.86330817175173,221.0853449324652,77.4,79.2,66.4,102.0,85.772,128.85500000000002,8.0,0.45,SYNTHETIC SET shoulder_pan 102.000 8.000,SYNTHETIC SET shoulder_lift 85.772 8.000,SYNTHETIC SET elbow_flex 128.855 8.000
2000043,SYNRAW000043,1,4,4,1,9,3,-15.461,4.123,35.019,-15.461,4.123,35.019,-0.2698453556508433,0.07195992505972622,0.6111968507558942,-62.10123070928747,-121.11914473193056,147.81825301870754,454.3403783144472,-62.10123070928747,-121.11914473193056,147.81825301870754,77.4,79.2,66.4,61.93900000000001,83.32300000000001,101.41900000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 61.939 8.000,SYNTHETIC SET shoulder_lift 83.323 8.000,SYNTHETIC SET elbow_flex 101.419 8.000
2000044,SYNRAW000044,9,5,8,9,5,6,22.51,11.878,61.448,22.51,11.878,61.448,0.3928736146239236,0.20731020855188648,1.0724699187654756,-175.77721095356864,134.36377768806375,253.33909417613043,350.96159575038143,-175.77721095356864,134.36377768806375,253.33909417613043,77.4,79.2,66.4,99.91000000000001,91.078,127.84800000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 99.910 8.000,SYNTHETIC SET shoulder_lift 91.078 8.000,SYNTHETIC SET elbow_flex 127.848 8.000
2000045,SYNRAW000045,9,1,5,9,9,0,21.243,-10.525,40.632,21.243,-10.525,40.632,0.3707602930011554,-0.1836959037724032,0.709162181670336,-63.826982667824716,169.55706552056452,45.52392611469055,467.97061821934835,-63.826982667824716,169.55706552056452,45.52392611469055,77.4,79.2,66.4,98.643,68.675,107.03200000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 98.643 8.000,SYNTHETIC SET shoulder_lift 68.675 8.000,SYNTHETIC SET elbow_flex 107.032 8.000
2000046,SYNRAW000046,5,6,0,5,9,4,1.921,17.74,9.769,1.921,17.74,9.769,0.03352777493081107,0.30962140930379406,0.17050121462732606,-37.137919859666745,15.524553193522602,183.7870087629388,463.12235638510776,-37.137919859666745,15.524553193522602,183.7870087629388,77.4,79.2,66.4,79.32100000000001,96.94,76.16900000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 79.321 8.000,SYNTHETIC SET shoulder_lift 96.940 8.000,SYNTHETIC SET elbow_flex 76.169 8.000
2000047,SYNRAW000047,9,8,7,9,3,9,20.273,29.168,53.016,20.273,29.168,53.016,0.35383059925681043,0.509077636221706,0.9253037562373138,-228.75581989184246,100.19098315406627,344.3535960056301,289.15677122959613,-228.75581989184246,100.19098315406627,344.3535960056301,77.4,79.2,66.4,97.673,108.368,119.416,8.0,0.45,SYNTHETIC SET shoulder_pan 97.673 8.000,SYNTHETIC SET shoulder_lift 108.368 8.000,SYNTHETIC SET elbow_flex 119.416 8.000
2000048,SYNRAW000048,8,0,8,8,8,0,17.789,-17.558,60.914,17.789,-17.558,60.914,0.3104766206372713,-0.3064449100651644,1.063149860559826,-89.1841360341844,131.81154837438936,46.804542496825874,431.44403851581205,-89.1841360341844,131.81154837438936,46.804542496825874,77.4,79.2,66.4,95.18900000000001,61.642,127.31400000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 95.189 8.000,SYNTHETIC SET shoulder_lift 61.642 8.000,SYNTHETIC SET elbow_flex 127.314 8.000
2000049,SYNRAW000049,4,7,6,4,4,8,-4.074,26.246,48.091,-4.074,26.246,48.091,-0.07110471372624898,0.4580791154784317,0.839346290576593,-177.74952241654734,-22.95222223035697,325.24108104884317,323.0668271551182,-177.74952241654734,-22.95222223035697,325.24108104884317,77.4,79.2,66.4,73.32600000000001,105.446,114.49100000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 73.326 8.000,SYNTHETIC SET shoulder_lift 105.446 8.000,SYNTHETIC SET elbow_flex 114.491 8.000
2000050,SYNRAW000050,3,9,0,3,6,8,-8.822,35.716,11.975,-8.822,35.716,11.975,-0.15397294661093974,0.6233617956422948,0.20900317792632095,-126.272393338497,-58.00303920069764,323.0354633897077,378.2018991721919,-126.272393338497,-58.00303920069764,323.0354633897077,77.4,79.2,66.4,68.578,114.916,78.375,8.0,0.45,SYNTHETIC SET shoulder_pan 68.578 8.000,SYNTHETIC SET shoulder_lift 114.916 8.000,SYNTHETIC SET elbow_flex 78.375 8.000
2000051,SYNRAW000051,8,5,3,8,9,4,19.504,9.419,27.592,19.504,9.419,27.592,0.34040901730897405,0.1643925622453459,0.4815712472102754,-70.48718714774255,152.13221085583166,169.4896017062244,455.65937495473696,-70.48718714774255,152.13221085583166,169.4896017062244,77.4,79.2,66.4,96.90400000000001,88.619,93.992,8.0,0.45,SYNTHETIC SET shoulder_pan 96.904 8.000,SYNTHETIC SET shoulder_lift 88.619 8.000,SYNTHETIC SET elbow_flex 93.992 8.000
2000052,SYNRAW000052,9,7,0,9,8,6,21.504,25.397,11.929,21.504,25.397,11.929,0.37531560234886063,0.44326127012899985,0.20820032647040357,-99.8877138506658,157.64068918447194,249.9362127420637,430.04700721456254,-99.8877138506658,157.64068918447194,249.9362127420637,77.4,79.2,66.4,98.90400000000001,104.59700000000001,78.32900000000001,8.0,0.45,SYNTHETIC SET shoulder_pan 98.904 8.000,SYNTHETIC SET shoulder_lift 104.597 8.000,SYNTHETIC SET elbow_flex 78.329 8.000
2000053,SYNRAW000053,8,3,7,8,7,4,19.155,2.273,56.148,19.155,2.273,56.148,0.33431781821951384,0.03967133389783111,0.9799674684097762,-117.89662710990045,132.72606812097328,182.2820642075037,404.49869806075236,-117.89662710990045,132.72606812097328,182.2820642075037,77.4,79.2,66.4,96.555,81.473,122.548,8.0,0.45,SYNTHETIC SET shoulder_pan 96.555 8.000,SYNTHETIC SET shoulder_lift 81.473 8.000,SYNTHETIC SET elbow_flex 122.548 8.000
